Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Dmg lvl 1,Dmg lvl 5,Dmg lvl 10,Dmg lvl 17
Present,Normal,DEX/CHA,1 action,10,Instantaneous,50ft,"You send a booby-trapped gift to an opponent. Make a ranged attack on an opponent in range. On a hit, the present explodes, doing 1d6 + MOVE normal damage. If the natural attack roll is 2 or lower, however, regardless if it hits, the present provides the target with 1d6 + MOVE hit points instead.",1d6+Move,2d4+Move,1d12+Move,4d4+Move
Protect,Normal,None,1 reaction,3,Instantaneous,Self,"You sense incoming danger and are able to quickly avoid it. When targeted by an attack, you may automatically avoid taking damage on the first instance of this reaction. On future instances of this move in the same combat, you must roll higher than a 15 on a d20 roll for the reaction to be successful.",,,,
Psybeam,Psychic,DEX/INT/WIS,1 action,10,Instantaneous,80ft,"You send a beam of invisible, psychic energy at a target in range. The target must make a WIS saving throw against your Move DC, taking 1d10 + MOVE psychic damage and becoming confused on a fail, and half as much without becoming confused on a save.",1d10+Move,2d8+Move,5d4+Move,4d8+Move
Psych Up,Normal,None,1 action,5,Instantaneous,40ft,"You sync up with an opponent, copying any positive or negative stat changes affecting them due to weather or moves this combat.",,,,
Psychic,Psychic,INT/WIS,1 action,5,Instantaneous,40ft,"You tap into a target’s mind, damaging their will to fight. Make a ranged attack on a creature in range, doing 2d8 + MOVE psychic damage on a hit. If the natural attack roll is 18 or higher, the target becomes confused.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
Psycho Boost,Psychic,WIS/INT,1 action,3,Instantaneous,25ft,"You send an extremely powerful wave of psychic energy at an opponent in range. Make a ranged attack roll against an opponent, dealing 2d12 + MOVE psychic damage on a hit. The power of the move exhausts you, and your next attack is done at disadvantage. If your next attack requires an opponent saving throw, they have advantage.",2d12+Move,3d10+Move,7d6+Move,8d8+Move
Psycho Cut,Psychic,DEX/WIS,1 action,10,Instantaneous,30ft,"You tear at a foe with blades formed by psychic power. Make a ranged attack on an opponent, dealing 1d12 + MOVE psychic damage on a hit. This move scores a critical hit on natural rolls of 19 or 20.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Psycho Shift,Psychic,WIS/INT,1 action,5,Instantaneous,40ft,"You employ your psychic power to transfer a status condition to someone else. Choose a willing ally (or yourself) and an opponent in range. Force the opponent to make a WIS save against your Move DC. on a failure, a status affecting the ally (or you) is transferred to the opponent instead.",,,,
Psyshock,Psychic,INT/WIS,1 action,5,Instantaneous,30ft,"You materialize a psychic wave that shocks an opponent. Make a ranged attack, dealing 2d6 + MOVE psychic damage on a hit.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Psystrike,Psychic,INT/WIS,1 action,5,Instantaneous,30ft,"You materialize a psychic wave that shocks an opponent. Make a ranged attack, dealing 2d6 + MOVE psychic damage on a hit.",4d4+Move,2d12+Move,4d8+Move,8d6+Move
Psywave,Psychic,INT/WIS,1 action,10,Instantaneous,40ft line,"You emit a wave of psychic energy in a 40 foot line, 5 feet wide. Each creature caught in the wave must make a WIS save against your Move DC, becoming confused on a fail.",,,,
Punishment,Dark,STR/WIS,1 action,3,Instantaneous,30ft,"You send dark energy to punish an opponent. Make a ranged attack against an opponent, dealing 1d10 + MOVE dark damage on a hit. If the opponent is currently under the influence of a move or ability that boosts its attack, damage, or AC, increase the damage by one damage dice for each effect.",1d10+Move,2d10 + Move,3d10 + Move,4d10 + Move
Pursuit,Dark,STR/DEX,1 reaction,3,Instantaneous,40ft,"As a reaction, when a creature is fleeing or is switched out by their trainer, you may make a ranged attack roll against it, doing 1d6 + MOVE dark damage on a hit.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Quash,Dark,STR/WIS,1 action,10,Instantaneous,30ft,"You send dark energy at a creature in range, reducing their will to fight. The target must make a WIS save against your Move DC. On a failure, it must move to the bottom of the initiative order for this round only. Targets that have already taken their turn in this round are unaffected.",,,,
Quick Attack,Normal,DEX,1 bonus action,15,Instantaneous,10ft,"You lash out with a quick unarmed strike at a creature in range. As a bonus action, you can immediately move up to 10ft and make a melee attack against a creature in range without taking an attack of opportunity, doing 1d4 normal damage on a hit.",1d4,1d6,1d10,1d12
Quick Guard,Fighting,None,1 reaction,3,Instantaneous,30ft,"You have the ability to rush to the aid of an ally at the start of combat. If an ally in range (or you) is attacked on the very first turn of the very first round of combat, you may use your reaction to negate any damage dealt.",,,,
Quiver Dance,Bug,None,1 action,10,"1 minute, Concentration",Self,"You lightly perform a mystical dance. For the duration, add +1 to your AC, attack rolls, and damage.",1,1,2,2
Rage,Normal,STR,1 bonus action,3,"1 minute, Concentration",Self,"You go into a fit of rage, attacking with relentless fury. While you are raging, you gain +1 on all damage rolls (only once per move), have resistance to normal damage, and have advantage on all Strength checks. Your rage ends if you are incapacitated or if you have not attacked a hostile target since your last turn, or taken any damage since then.",Plus 1,Plus 2,Plus 4,Plus 6
Rage Powder,Bug,CON/CHA,1 action,3,1 minute,15ft cone,"You scatter a cloud of irritating powder, drawing attacks to yourself. Any creature in a 15 foot cone must make a WIS saving throw against your Move DC. On a failure, the creature(s) can only use damaging moves that target you for the duration. Any creature affected can repeat the save at the end of each of its turns to shake off the effect.",,,,
Rain Dance,Water,None,1 action,3,5 rounds,Self,You summon a heavy rainfall that covers the battlefield for 5 rounds.,,,,
Rapid Spin,Normal,STR/DEX,1 action,10,Instantaneous,Melee,"You strike out with an incredibly fast spinning move. Make a melee attack roll against an opponent, doing 1d4 + MOVE normal damage on a hit. In addition, this move automatically frees the user from Leech Seed or anything causing it to be grappled or restrained. It is removed from these statuses before it rolls to hit.",1d4+Move,2d4+Move,1d12+Move,4d4+Move
Razor Leaf,Grass,STR/DEX,1 action,15,Instantaneous,80ft,"You send a razor sharp leaf at a creature in range at tremendous speed. Make a ranged attack roll, doing 1d8 + MOVE grass damage on a hit. Razor Leaf results in a critical hit on 19s and 20s",1d8+Move,2d6+Move,4d4+Move,3d10+Move
Razor Shell,Water,STR/DEX,1 action,5,Instantaneous,Melee,"You strike an opponent with a razor sharp shell. Make a melee attack on an opponent, dealing 1d12 + MOVE water damage on a hit.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Razor Wind,Normal,STR/DEX,"1 action, charge",5,"1 round, Concentration",Self/20ft,"When you use this move, strong winds begin to circle around you, granting +2 to AC. On your next turn, if you keep your concentration, you release those winds as an action in a 20 foot radius, centered on you. Each creature in the area must make a DEX save against your Move DC, taking 2d6 + MOVE normal damage on a fail, or half as much on a success.",2d6+Move,2d8+Move,4d6+Move,6d6+Move
Recover,Normal,WIS/CHA,1 action,10,Instantaneous,30ft,You extend a healing energy to recover the hit points of a creature in range. The target regains 1d6 + MOVE hit points.,1d6+Move,2d6+Move,4d6+Move,6d6+Move
Recycle,Normal,None,1 bonus action,5,Instantaneous,Self,"You summon a previously discarded item back into your hands. If you used a consumable held item any time within the last 5 turns, you can activate this move to take advantage of the same effect one last time. This move may not be used in the same round the held item was used.",,,,
Reflect,Psychic,None,1 reaction,3,Instantaneous,Self,"When you are hit by a melee attack, use your reaction to take half the damage dealt.",,,,
Reflect Type,Normal,None,1 action,3,"1 minute, Concentration",40ft,"Your body flashes into a mirror for just a moment. When it returns to normal, you take on the type of an opponent in range.",,,,
Refresh,Normal,None,1 action,3,Instantaneous,Self,"A wave of healing energy washes over you, curing poison, paralysis, and burn.",,,,
Relic Song,Normal,CHA/WIS,1 action,5,Instantaneous,20ft circle,"You sing an ancient song that damages opponents in range with the chance to put them asleep. Any creature in a 20ft circle, centered on you, must make a CON save against your Move DC, taking 1d12 + MOVE normal damage on a failure, or half as much ona success. Any creature that fails the save by more than 5 is put to sleep.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Rest,Psychic,WIS/CHA,1 action,5,Instantaneous,Self,"You put yourself to sleep, but recover 4d6 + MOVE hit points in the process.",4d6+Move,6d6+Move,8d6+Move,8d10+Move
Retaliate,Normal,STR/DEX,1 reaction,3,Instantaneous,Melee,"You rush to avenge a fallen ally. When an opponent causes an ally to faint, you may move up to your speed to immediately rush forward and make a melee attack roll on the opponent, dealing 1d12 + MOVE normal damage on a hit.",1d12+Move,2d8+Move,2d12+Move,6d6+Move
Return,Normal,STR,1 action,10,Instantaneous,Melee,"You lash out at an opponent, in hopes it will please your trainer. Make a melee attack roll against an opponent, doing 1d6 + MOVE on a hit. When you make this attack, add an additional bonus to hit and damage equal to the number of levels you are above zero on the Loyalty Chart.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Revenge,Fighting,STR/DEX,1 reaction,3,Instantaneous,Melee,"You invoke a fight within to retaliate against a foe that damages you. After taking damage from a melee attack, you may use a reaction to make a melee attack against the attacker, doing 1d4 + MOVE fighting damage on a hit.",1d4+Move,1d6+Move,1d8+Move,2d6+Move
Reversal,Fighting,STR/DEX,1 action,10,Instantaneous,Melee,"You unleash an all out attack that is stronger the less HP you have. Make a melee attack roll against an opponent, doing 1d6 + MOVE fighting damage on a hit. If you are below 50% of your maximum health, double the damage. If you are at 10% or below of your maximum health, triple the damage. The multiplier for this attack occurs before the multiplier for resistances or vulnerabilities.",1d6+Move,1d12+Move,2d8+Move,4d6+Move
Roar,Normal,STR/CHA,1 action,10,Instantaneous,100ft,"You release an intimidating roar at a creature in range. The target must make a CHA save against your Move DC, fleeing from battle on fail. You gain no experience from a fleeing creature, and the move automatically fails in trainer battles. A creature that succeeds on this saving throw is unaffected by future attempts during this combat.",,,,
Roar of Time,Dragon,STR/WIS,"1+1d4 actions, recharge",5,Instantaneous,40 foot circle,"You unleash a roar that has the power to distort time. All creatures within 40 feet of you must make a WIS save against your Move DC, taking 5d6 + MOVE dragon damage on a failure, or half as much on a success. When the initial move is activated, roll 1d4 and take a number of additional actions equal to the result, before the end of your turn. Roar of Time may not be used as one of the additional actions. This move drains you of energy, and you may not make any attack until after the end of your next turn.",5d6+Move,4d10+Move,6d10+Move,8d12+Move
Rock Blast,Rock,STR,1 action,5,Instantaneous,15ft,"You summon a series of rocks that fire their way  towards an opponent. Make a ranged attack roll, doing 1d4 + MOVE rock damage on a hit. After successfully hitting a target, roll a d4. On a result of 3 or 4, you may immediately hit again for an additional 1d4 rock damage. Continue this process until you fail to roll a 3 or 4 on the d4 roll, up to a maximum of four additional hits.",1d4+Move,2d4+Move,1d12+Move,4d4+Move
Rock Climb,Normal,STR,1 action,10,Instantaneous,Melee,"You charge at a foe with attack that attempts to confuse. Make a melee attack, dealing 2d8 + MOVE normal damage on a hit. On natural attack rolls of 17 or higher, the target becomes confused.",2d8+Move,2d10+Move,3d10+Move,4d12+Move
