Index Number,Evo Stages with Eviolite,Evo Stages w/o Eviolite,Pokémon,Type,SR,AC,Hit Dice,HP,,,WSp,Ssp,Fsp,Senses,STR,DEX,CON,INT,WIS,CHA,MIN LVL FD,Ev,Evolve,Evo Stages,ST1,ST2,ST3,Skill,Res,Vul,Imm,Ability1,Ability2,HiddenAbility,Moves,Evolution for sheet,Evolve Bonus,Climbing Speed,Burrowing Speed,Description 17
446,1,2,Munchlax,Normal,3,13,10,25,,,10,,,,14,8,20,6,10,10,1,,Snorlax,2,CON,,,Survival,None,Fighting,Ghost,Pickup,Thick Fat,Gluttony,"Starting Moves: Lick, Metronome, Odor Sleuth, Recycle, Tackle, Defense Curl
Level 2: Amnesia
Level 6: Chip Away, Screech
Level 10: Body Slam, Stockpile
Level 14: Swallow, Rollout, Fling
Level 18: Belly Drum, Natural Gift, Snatch, Last Resort

TM: 01, 06, 10, 11, 13, 14, 17, 18, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 35, 37, 38, 39, 42, 44, 45, 48, 56, 78, 80, 87, 88, 90, 94, 100

Abilities: Pickup, Thick Fat
Hidden Ability: Gluttony","Munchlax can evolve into Snorlax at level 8 and above if its loyalty level is +2 or higher. When it evolves, its health increases by double its level, and it gains 9 points to add to its ability scores (max 20).",9,,,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,1,2,Riolu,Fighting,0.5,12,6,16,,,30,,,,11,13,11,8,12,10,1,,Lucario,2,DEX,,,Insight,"Bug, Dark, Rock","Fairy, Flying, Psychic",,Steadfast,Inner Focus,Prankster,"Starting Moves: Endure, Foresight, Quick Attack
Level 2: Counter, Feint
Level 6: Force Palm, Copycat
Level 10: Screech, Reversal
Level 18: Nasty Plot, Final Gambit

TM: 01, 05, 06, 08, 10, 11, 17, 18, 21, 26, 27, 31, 32, 39, 42, 44, 45, 47, 48, 52, 56, 65, 66, 75, 78, 80, 84, 87, 88, 90, 100

Abilities: Steadfast, Inner Focus
Hidden Ability: Prankster","Riolu can evolve into Lucario at level 8 and above if it is daytime and its Loyalty level is +2 or higher. When it evolves, its health increases by double its level, and it gains 14 points to add to its ability scores (max 20).",14,,,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,2,2,Lucario,Fighting/Steel,8,15,8,50,,,35,,,Truesight 30ft,14,17,14,10,14,10,5,8,,2,DEX,STR,,Insight,"Bug, Dark, Dragon, Grass, Ice, Normal, Rock, Steel","Fighting, Fire, Ground",Poison,Steadfast,Inner Focus,Justified,"Starting Moves: Aura Sphere, Detect, Foresight, Metal Claw, Quick Attack, Counter, Feint
Level 6: Swords Dance, Metal Sound, Power-Up Punch
Level 10: Bone Rush, Quick Guard, Me First
Level 14: Work Up, Calm Mind, Heal Pulse
Level 18: Close Combat, Dragon Pulse, Extreme Speed

TM: 01, 04, 05, 06, 08, 10, 11, 15, 17, 18, 21, 26, 27, 29, 30, 31, 32, 39, 42, 44, 45, 47, 48, 52, 56, 65, 66, 68, 71, 75, 78, 80, 84, 87, 88, 90, 91, 97, 100

Abilities: Steadfast, Inner Focus
Hidden Ability: Justified",,,,,It has the ability to sense the auras of all things. It understands human speech.
449,1,2,Hippopotas,Ground,1,14,8,20,,,20,,,Tremorsense 30ft,14,10,14,6,10,10,1,,Hippowdon,2,CON,STR,,Survival,"Poison, Rock","Grass, Ice, Water",Electric,Sand Stream,,Sand Force,"Starting Moves: Sand Attack, Tackle
Level 2: Bite, Yawn
Level 6: Dig, Take Down
Level 10: Sand Tomb, Crunch
Level 14: Earthquake
Level 18: Double-Edge, Fissure

TM: 05, 06, 10, 11, 17, 21, 26, 27, 32, 37, 39, 42, 44, 45, 48, 78, 80, 87, 88, 90, 100

Abilities: Sand Stream
Hidden Ability: Sand Force","Hippopotas can evolve into Hippowdon at level 9 and above. When it evolves, its health increases by double its level, and it gains 12 points to add to its ability scores (max 20).",12,,,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,2,2,Hippowdon,Ground,10,18,12,66,,,25,,,Tremorsense 60ft,18,13,19,6,10,10,5,9,,2,CON,STR,,"Survival, Athletics","Poison, Rock","Grass, Ice, Water",Electric,Sand Stream,,Sand Force,"Starting Moves: Bite, Fire Fang, Ice Fang, Sand Attack, Tackle, Thunder Fang, Yawn
Level 6: Dig, Take Down
Level 10: Sand Tomb, Crunch
Level 14: Earthquake
Level 18: Double-Edge, Fissure

TM: 05, 06, 10, 11, 15, 17, 21, 26, 27, 32, 37, 39, 42, 44, 45, 48, 68, 71, 78, 80, 87, 88, 90, 100

Abilities: Sand Stream
Hidden Ability: Sand Force",,,,,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,1,2,Skorupi,Poison/Bug,2,15,6,18,,,25,,,Darkvision 30ft,13,13,14,6,10,10,1,,Drapion,2,CON,,,"Stealth, Deception","Bug, Fairy, Fighting, Grass, Poison","Fire, Flying, Psychic, Rock",,Battle Armor,Sniper,Keen Eye,"Starting Moves: Bite, Leer, Poison Sting
Level 2: Knock Off, Pin Missile, Acupressure
Level 6: Pursuit, Bug Bite
Level 10: Poison Fang, Venoshock, Hone Claws
Level 14: Toxic Spikes, Night Slash, Scary Face
Level 18: Crunch, Cross Poison, Fell Stinger

TM: 06, 09, 10, 11, 12, 17, 18, 21, 27, 30, 31, 32, 36, 39, 40, 41, 42, 44, 45, 46, 48, 54, 56, 66, 75, 81, 83, 84, 87, 88, 90, 97, 100

Abilities: Battle Armor, Sniper
Hidden Ability: Keen Eye","Skorupi can evolve into Drapion at level 10 and above. When it evolves, its health increases by double its level, and it gains 13 points to add to its ability scores (max 20).",13,20,,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
452,2,2,Drapion,Poison/Dark,10,17,10,55,,,35,,,Darkvision 60ft,18,17,16,6,12,10,5,10,,2,CON,STR,,"Deception, Intimidation","Dark, Grass, Ghost, Poison",Ground,Psychic,Battle Armor,Sniper,Keen Eye,"Starting Moves: Bite, Fire Fang, Ice Fang, Knock Off, Leer, Poison Sting, Thunder Fang, Pin Missile, Acupressure
Level 6: Pursuit, Bug Bite
Level 10: Poison Fang, Venoshock, Hone Claws
Level 14: Toxic Spikes, Night Slash
Level 18: Scary Face, Crunch, Cross Poison, Fell Stinger

TM: 05, 06, 09, 10, 11, 12, 15, 17, 18, 21, 26, 27, 30, 31, 32, 36, 39, 40, 41, 42, 44, 45, 46, 48, 54, 56, 59, 66, 68, 75, 78, 80, 81, 83, 84, 87, 88, 90, 95, 97, 100

Abilities: Battle Armor, Sniper
Hidden Ability: Keen Eye",,,25,,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,1,2,Croagunk,Poison/Fighting,0.25,12,6,17,,,25,25,,Darkvision 30ft,11,13,12,6,10,10,1,,Toxicroak,2,CON,,,Survival,"Bug, Dark, Fighting, Grass, Poison, Rock","Flying, Ground, Psychic",,Anticipation,Dry Skin,Poison Touch,"Starting Moves: Astonish, Mud-Slap
Level 2: Poison Sting, Taunt
Level 6: Pursuit, Feint Attack, Revenge
Level 10: Swagger, Mud Bomb, Sucker Punch
Level 14: Venoshock, Nasty Plot
Level 18: Poison Jab, Sludge Bomb, Flatter, Belch

TM: 01, 06, 08, 09, 10, 11, 12, 17, 18, 21, 26, 27, 30, 31, 32, 34, 36, 39, 41, 42, 44, 45, 46, 47, 48, 52, 56, 63, 66, 78, 80, 81, 84, 87, 88, 90, 97, 100

Abilities: Anticipation, Dry Skin
Hidden Ability: Poison Touch","Croagunk can evolve into Toxicroak at level 10 and above. When it evolves, its health increases by double its level, and it gains 15 points to add to its ability scores (max 20).",15,,,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.
454,2,2,Toxicroak,Poison/Fighting,8,15,10,55,,,30,30,,Darkvision 60ft,15,17,17,6,12,10,5,10,,2,CON,DEX,,Survival,"Bug, Dark, Fighting, Grass, Poison, Rock","Flying, Ground, Psychic",,Anticipation,Dry Skin,Poison Touch,"Starting Moves: Astonish, Mud-Slap, Poison Sting, Taunt
Level 6: Pursuit, Feint Attack, Revenge
Level 10: Swagger, Mud Bomb, Sucker Punch
Level 14: Venoshock, Nasty Plot
Level 18: Poison Jab, Sludge Bomb, Flatter, Belch

TM: 01, 06, 08, 09, 10, 11, 12, 15, 17, 18, 21, 26, 27, 30, 31, 32, 34, 36, 39, 41, 42, 44, 45, 46, 47, 48, 52, 56, 63, 66, 68, 71, 75, 78, 80, 81, 84, 87, 88, 90, 97, 100

Abilities: Anticipation, Dry Skin
Hidden Ability: Poison Touch",,,,,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,1,1,Carnivine,Grass,7,14,10,54,,,20,,,Tremorsense 60ft,16,14,16,6,10,10,5,,,1,CON,,,"Survival, Deception","Electric, Grass, Ground, Water","Bug, Fire, Flying, Ice, Poison",,Levitate,,,"Starting Moves: Bind, Growth, Bite, Vine Whip
Level 6: Sweet Scent, Ingrain
Level 10: Feint Attack, Leaf Tornado
Level 14: Spit Up, Stockpile, Swallow, Crunch
Level 18: Wring Out, Power Whip

TM: 06, 10, 11, 15, 17, 21, 22, 27, 32, 36, 42, 44, 45, 46, 48, 53, 56, 66, 68, 75, 83, 86, 87, 88, 90, 96, 100

Abilities: Levitate
",,,20,,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
456,1,2,Finneon,Water,2,14,6,17,,,5,25,,Darkvision 30ft,11,14,13,6,12,10,1,,Lumineon,2,DEX,,,"Nature, Perception","Fire, Ice, Steel, Water","Electric, Grass",,Swift Swim,Storm Drain,Water Veil,"Starting Moves: Pound
Level 2: Water Gun, Attract, Rain Dance
Level 6: Gust, Water Pulse
Level 10: Captivate, Safeguard
Level 14: Aqua Ring, Whirlpool
Level 18: U-Turn, Bounce, Silver Wind, Soak

TM: 06, 07, 10, 13, 14, 17, 18, 20, 21, 27, 32, 42, 44, 45, 48, 55, 66, 77, 87, 88, 89, 90, 94, 96, 98, 100

Abilities: Swift Swim, Storm Drain
Hidden Ability: Water Veil","Finneon can evolve into Lumineon at level 9 and above. When it evolves, its health increases by double its level, and it gains 11 points to add to its ability scores (max 20).",11,,,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,2,2,Lumineon,Water,9,16,10,55,,,5,35,,Darkvision 60ft,13,18,16,6,14,10,5,9,,2,DEX,,,"Nature, Perception","Fire, Ice, Steel, Water","Electric, Grass",,Swift Swim,Storm Drain,Water Veil,"Starting Moves: Attract, Gust, Pound, Water Gun, Rain Dance
Level 6: Water Pulse
Level 10: Captivate, Safeguard
Level 14: Aqua Ring, Whirlpool
Level 18: U-Turn, Bounce, Silver Wind, Soak

TM: 06, 07, 10, 13, 14, 15, 17, 18, 20, 21, 27, 32, 42, 44, 45, 48, 55, 66, 68, 77, 87, 88, 89, 90, 94, 98, 100

Abilities: Swift Swim, Storm Drain
Hidden Ability: Water Veil",,,,,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
458,1,2,Mantyke,Water/Flying,3,15,6,19,,,5,20,,,14,12,16,6,10,10,1,,Mantine,2,DEX,,,Acrobatics,"Bug, Fighting, Fire, Steel, Water","Electric, Rock",Ground,Swift Swim,Water Absorb,Water Veil,"Starting Moves: Bubble, Tackle, Supersonic
Level 2: Bubble Beam, Confuse Ray
Level 6: Wing Attack, Headbutt, Water Pulse
Level 10: Wide Guard, Take Down, Agility
Level 14: Air Slash, Aqua Ring
Level 18: Bounce, Hydro Pump

TM: 06, 07, 10, 13, 14, 17, 18, 21, 26, 27, 32, 40, 42, 44, 45, 48, 55, 62, 78, 80, 87, 88, 90, 94, 98, 100

Abilities: Swift Swim, Water Absorb
Hidden Ability: Water Veil","Mantyke can evolve into Mantine at level 8 and above when Remoraid is also in the party. When it evolves, its health increases by double its level, and it gains 6 points to add to its ability scores (max 20).",6,,,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
459,1,2,Snover,Grass/Ice,1,13,6,18,,,25,,,,13,11,14,6,10,10,1,,Abomasnow,2,CON,,,Survival,"Electric, Grass, Ground, Water","Bug, Fighting, Fire, Flying, Poison, Rock Steel",,Snow Warning,,Soundproof,"Starting Moves: Leer, Powder Snow
Level 2: Razor Leaf, Icy Wind, Grass Whistle
Level 6: Swagger, Mist
Level 10: Ice Shard, Ingrain
Level 14: Wood Hammer, Blizzard
Level 18: Sheer Cold

TM: 06, 07, 10, 13, 14, 16, 17, 18, 20, 21, 22, 27, 30, 32, 42, 44, 45, 48, 53, 75, 79, 86, 87, 88, 90, 100

Abilities: Snow Warning
Hidden Ability: Soundproof","Snover can evolve into Abomasnow at level 11 and above. When it evolves, its health increases by double its level, and it gains 11 points to add to its ability scores (max 20).",11,,,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
460,2,2,Abomasnow,Grass/Ice,10,15,10,88,,,30,,,,16,15,18,6,12,10,8,18,,2,CON,STR,,"Survival, Intimidation","Electric, Grass, Ground, Water","Bug, Fighting, Fire, Flying, Poison, Rock Steel",,Snow Warning,,Soundproof,"Starting Moves: Ice Punch, Icy Wind, Leer, Powder Snow, Razor Leaf, Grass Whistle, Swagger, Mist
Level 10: Ice Shard, Ingrain
Level 14: Wood Hammer
Level 18: Blizzard, Sheer Cold

TM: 06, 07, 10, 13, 14, 15, 16, 17, 18, 20, 21, 22, 26, 27, 30, 31, 32, 39, 42, 44, 45, 48, 52, 53, 56, 68, 75, 78, 79, 80, 86, 87, 88, 90, 100

Abilities: Snow Warning
Hidden Ability: Soundproof",,,,,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
461,2,2,Weavile,Dark/Ice,11,16,10,78,,,40,,,Darkvision 80ft,17,20,16,6,12,10,8,10,,2,DEX,WIS,,"Stealth, Deception, Sleight of Hand","Dark, Ghost, Ice","Bug, Fairy, Fighting, Fire, Rock, Steel",Psychic,Pressure,,Pickpocket,"Starting Moves: Assurance, Embargo, Leer, Quick Attack, Revenge, Scratch, Taunt, Feint Attack, Icy Wind, Fury Swipes, Nasty Plot, Metal Claw
Level 10: Hone Claws, Fling, Screech
Level 14: Night Slash, Snatch
Level 18: Punishment, Dark Pulse

TM: 04, 06, 07, 10, 11, 12, 13, 14, 15, 17, 18, 21, 27, 30, 31, 32, 33, 40, 41, 42, 44, 45, 46, 47, 48, 52, 54, 56, 63, 65, 66, 68, 75, 77, 81, 84, 85, 87, 88, 90, 94, 95, 97, 100

Abilities: Pressure
Hidden Ability: Pickpocket",,,40,,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,3,3,Magnezone,Electric/Steel,14,17,12,133,,,0,,35,,20,16,17,6,14,10,12,15,,3,CON,STR,,"Insight, Acrobatics","Bug, Dragon, Electric, Fairy, Grass, Ice, Normal, Psychic, Rock","Fighting, Fire, Ground",Poison,Magnet Pull,Sturdy,Analytic,"Starting Moves: Barrier, Mirror Coat, Supersonic, Tackle, Thunder Shock, Thunder Wave, Tri Attack, Magnet Bomb, Light Screen, Sonic Boom, Spark, Mirror Shot, Metal Sound, Electro Ball, Electric Terrain, Magnetic Flux
Level 14: Flash Cannon, Screech
Level 18: Discharge, Lock-On, Magnet Rise, Gyro Ball, Zap Cannon

TM: 06, 10, 11, 15, 16, 17, 18, 21, 24, 25, 27, 32, 33, 42, 44, 48, 57, 64, 68, 72, 73, 74, 77, 87, 88, 90, 91, 93, 100

Abilities: Magnet Pull, Sturdy
Hidden Ability: Analytic",,,,,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,2,2,Lickilicky,Normal,14,16,12,147,,,25,,,,18,13,18,6,14,14,10,14,,2,CON,STR,,Perception,None,Fighting,Ghost,Own Tempo,Oblivious,Cloud Nine,"Starting Moves: Lick, Power Whip, Wring Out, Supersonic, Defense Curl, Knock Off, Wrap, Stomp, Disable, Slam
Level 14: Rollout, Chip Away, Me First
Level 18: Refresh, Screech, Gyro Ball

TM: 01, 06, 10, 11, 13, 14, 15, 17, 18, 21, 22, 24, 25, 26, 27, 30, 31, 32, 35, 37, 38, 39, 42, 44, 45, 46, 48, 52, 56, 59, 64, 68, 74, 75, 77, 78, 80, 82, 85, 87, 88, 90, 94, 100

Abilities: Own Tempo, Oblivious
Hidden Ability: Cloud Nine",,,,,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.
464,3,3,Rhyperior,Ground/Rock,14,18,12,189,,,35,,,Tremorsense 100ft,20,13,20,6,14,10,12,16,,3,CON,STR,,"Athletics, Intimidation","Fire, Flying, Normal, Poison, Rock","Fighting, Grass, Ground, Ice, Steel, Water",Electric,Lightning Rod,Solid Rock,Reckless,"Starting Moves: Fury Attack, Hammer Arm, Horn Attack, Poison Jab, Scary Face, Tail Whip, Smack Down, Stomp, Bulldoze, Chip Away, Rock Blast
Level 14: Drill Run, Take Down, Stone Edge, Chip Away, Head Smash
Level 18: Earthquake, Megahorn, Horn Drill, Rock Wrecker, Double-Edge

TM: 05, 06, 10, 11, 13, 14, 15, 17, 18, 21, 23, 24, 25, 26, 27, 31, 32, 35, 37, 38, 39, 42, 44, 45, 46, 48, 52, 56, 59, 65, 66, 67, 68, 69, 71, 75, 78, 80, 82, 84, 87, 88, 90, 91, 94, 100

Abilities: Lightning Rod, Solid Rock
Hidden Ability: Reckless",,,,,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.
465,2,2,Tangrowth,Grass,12,17,12,121,,,30,,,,17,14,18,6,12,10,12,18,,2,CON,STR,,"Nature, Survival","Electric, Grass, Ground, Water","Bug, Fire, Flying, Ice, Poison",,Chlorophyll,Leaf Guard,Regenerator,"Starting Moves: Constrict, Ingrain, Sleep Powder, Vine Whip, Absorb, Poison Powder, Bind, Growth, Mega Drain, Knock Off, Stun Spore
Level 14: Natural Gift, Giga Drain, Ancient Power
Level 18: Slam, Tickle, Wring Out, Power Whip, Block, Grassy Terrain

TM: 06, 10, 11, 15, 17, 21, 22, 26, 27, 31, 32, 33, 36, 39, 40, 42, 44, 45, 46, 48, 52, 53, 56, 66, 68, 75, 77, 78, 80, 83, 84, 86, 87, 88, 90, 96, 100

Abilities: Chlorophyll, Leaf Guard
Hidden Ability: Regenerator",,,,,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.
466,3,3,Electivire,Electric,14,16,12,136,,,35,,,,17,18,17,6,14,10,12,15,,3,DEX,STR,,Athletics,"Electric, Flying, Steel",Ground,,Motor Drive,,Vital Spirit,"Starting Moves: Fire Punch, Leer, Low Kick, Quick Attack, Thunder Shock, Swift, Shock Wave, Thunder Wave, Electro Ball, Light Screen, Thunder Punch, Ion Deluge
Level 14: Discharge, Screech
Level 18: Thunderbolt, Thunder, Giga Impact, Electric Terrain

TM: 06, 10, 12, 15, 16, 17, 18, 21, 24, 25, 26, 27, 29, 31, 32, 35, 39, 41, 42, 44, 45, 46, 47, 48, 52, 56, 57, 68, 72, 73, 78, 80, 87, 88, 90, 93, 100

Abilities: Motor Drive
Hidden Ability: Vital Spirit",,,,,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
467,3,3,Magmortar,Fire,14,16,12,136,,,35,,,,17,18,17,6,14,10,12,15,,3,CON,STR,,Athletics,"Bug, Fairy, Fire, Grass, Ice, Steel","Ground, Rock, Water",,Flame Body,,Vital Spirit,"Starting Moves: Ember, Leer, Smog, Smokescreen, Thunder Punch, Feint Attack, Fire Spin, Clear Smog, Flame Burst, Confuse Ray, Fire Punch
Level 14: Lava Plume, Sunny Day
Level 18: Flamethrower, Fire Blast, Hyper Beam

TM: 06, 10, 11, 12, 15, 17, 21, 22, 24, 26, 27, 29, 31, 32, 35, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 50, 52, 56, 61, 68, 78, 80, 87, 88, 90, 100

Abilities: Flame Body
Hidden Ability: Vital Spirit",,,,,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
468,3,3,Togekiss,Fairy/Flying,14,18,12,131,,,0,,35,Truesight 30ft,15,16,16,10,18,15,12,15,,3,WIS,CHA,,"Arcana, Persuasion","Bug, Dark, Fighting, Grass","Electric, Ice, Poison, Rock, Steel","Dragon, Ground",Hustle,Serene Grace,Super Luck,"Starting Moves: After You, Air Slash, Aura Sphere, Extreme Speed, Sky Attack

TM: 01, 03, 06, 10, 11, 15, 16, 17, 18, 19, 20, 21, 22, 27, 29, 30, 31, 32, 33, 35, 38, 40, 42, 44, 45, 48, 49, 51, 56, 68, 73, 76, 77, 85, 86, 87, 88, 90, 99, 100

Abilities: Hustle, Serene Grace
Hidden Ability: Super Luck",,,,,It will never appear where there is strife. Its sightings have become rare recently.
469,2,2,Yanmega,Bug/Flying,13,15,12,125,,,20,,40,Darkvision 100ft,15,18,17,6,12,10,10,12,,2,DEX,WIS,,Acrobatics,"Bug, Fighting, Grass","Electric, Fire, Flying, Ice, Rock",Ground,Speed Boost,Tinted Lens,Frisk,"Starting Moves: Bug Bite, Double Team, Foresight, Night Slash, Quick Attack, Tackle, Sonic Boom, Detect, Supersonic, Uproar, Pursuit
Level 14: Ancient Power, Feint
Level 18: Slash, Screech, U-Turn, Air Slash, Bug Buzz

TM: 06, 10, 11, 15, 17, 19, 21, 22, 27, 28, 29, 30, 32, 40, 42, 44, 45, 46, 48, 51, 68, 77, 85, 87, 88, 89, 90, 100

Abilities: Speed Boost, Tinted Lens
Hidden Ability: Frisk",,,30,,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
470,2,2,Leafeon,Grass,8,16,10,55,,,40,,,,18,17,16,6,12,10,5,8,,2,DEX,CHA,,"Perception, Nature","Electric, Grass, Ground, Water","Bug, Fire, Flying, Ice, Poison",,Leaf Guard,,Chlorophyll,"Starting Moves: Helping Hand, Razor Leaf, Tackle, Tail Whip, Sand Attack, Baby-Doll Eyes, Quick Attack
Level 6: Grass Whistle, Magical Leaf
Level 10: Giga Drain, Swords Dance
Level 14: Synthesis, Sunny Day, Last Resort
Level 18: Leaf Blade

TM: 01, 05, 06, 10, 11, 15, 17, 18, 21, 22, 27, 30, 32, 40, 42, 44, 45, 48, 49, 53, 68, 75, 81, 86, 87, 88, 90, 96, 100

Abilities: Leaf Guard
Hidden Ability: Chlorophyll",,,,,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,2,2,Glaceon,Ice,8,16,10,55,,,40,,,,18,16,17,6,12,10,5,8,,2,DEX,CHA,,"Perception, Survival",Ice,"Fighting, Fire, Rock, Steel",,Snow Cloak,,Ice Body,"Starting Moves: Helping Hand, Icy Wind, Tackle, Tail Whip, Sand Attack, Baby-Doll Eyes, Quick Attack
Level 6: Bite, Ice Fang
Level 10: Ice Shard, Barrier
Level 14: Mirror Coat, Hail, Last Resort
Level 18: Blizzard

TM: 01, 05, 06, 07, 10, 11, 13, 14, 15, 17, 18, 21, 27, 30, 32, 42, 44, 45, 48, 49, 68, 70, 79, 87, 88, 90, 100

Abilities: Snow Cloak
Hidden Ability: Ice Body",,,,,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
472,2,2,Gliscor,Ground/Flying,11,17,12,80,,,30,,40,Darkvision 60ft,18,17,15,6,12,10,8,10,,2,DEX,,,"Acrobatics, Stealth","Bug, Fighting, Poison","Ice, Water","Electric, Ground",Hyper Cutter,Sand Veil,Poison Heal,"Starting Moves: Fire Fang, Guillotine, Harden, Ice Fang, Knock Off, Poison Jab, Sand Attack, Thunder Fang, Quick Attack, Fury Cutter, Feint Attack, Acrobatics
Level 10: Night Slash, U-Turn
Level 14: Screech, X-Scissor
Level 18: Sky Uppercut, Swords Dance

TM: 06, 09, 10, 11, 12, 15, 17, 18, 19, 21, 26, 27, 31, 32, 36, 37, 39, 40, 41, 42, 44, 45, 46, 48, 51, 54, 56, 59, 62, 66, 68, 69, 71, 75, 78, 80, 81, 84, 87, 88, 89, 90, 97, 100

Abilities: Hyper Cutter, Sand Veil
Hidden Ability: Poison Heal",,,30,,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,3,3,Mamoswine,Ice/Ground,13,15,12,111,,,30,,,,17,16,19,6,14,10,10,14,,3,CON,STR,,Survival,Poison,"Fire, Fighting, Grass, Steel, Water",Electric,Oblivious,Snow Cloak,Thick Fat,"Starting Moves: Ancient Power, Fury Attack, Mud Sport, Odor Sleuth, Peck, Powder Snow, Scary Face, Mud-Slap, Endure, Mud Bomb, Hail, Ice Fang, Take Down
Level 14: Double Hit, Mist, Thrash
Level 18: Earthquake, Blizzard

TM: 05, 06, 07, 10, 13, 14, 15, 16, 17, 18, 21, 26, 27, 32, 33, 37, 39, 42, 44, 45, 48, 68, 71, 78, 80, 87, 88, 90, 100

Abilities: Oblivious, Snow Cloak
Hidden Ability: Thick Fat",,,,,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
